Loc.Code,Loc.Naam,Loc.Omschrijving,Loc.EPSG,Loc.Lat,Loc.Lon,Meta.Parameter_Wat_Omschrijving,Meta.Compartiment.Code,Meta.Compartiment.Oms,Meta.Grootheid.Code,Meta.Grootheid.Oms,Meta.Parameter.Code,Meta.Parameter.Oms,Meta.Eenheid,Meta.Hoedanigheid,Meta.Typering,Meta.WaardeBewerkingsMethode,Meta.BioTaxon,Meta.Orgaan,Meta.Groepering.Code,Meta.Groepering.Oms,Meta.ProcesType,
ameland.westgat,"Ameland, westgat",platform,ETRS89,53.491639,5.941194,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
ameland.westgat,"Ameland, westgat",platform,ETRS89,53.491639,5.941194,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
ameland.westgat,"Ameland, westgat",platform,ETRS89,53.491639,5.941194,Waterhoogte astronomisch in Oppervlaktewater t.o.v. Mean Sea Level in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Mean Sea Level,NVT,NVT,NVT,NVT,,,astronomisch,
ameland.westgat,"Ameland, westgat",platform,ETRS89,53.491639,5.941194,Waterhoogte in Oppervlaktewater t.o.v. Mean Sea Level in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Mean Sea Level,NVT,NVT,NVT,NVT,,,meting,
amelandergat,Amelander Gat,Amelander Gat,ETRS89,53.467071,5.567896,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.1.1,"Amelander zeegat, 1 .1",boei,ETRS89,53.507601,5.481405,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.1.1,"Amelander zeegat, 1 .1",boei,ETRS89,53.507601,5.481405,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.1.1,"Amelander zeegat, 1 .1",boei,ETRS89,53.507601,5.481405,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.1.2,"Amelander zeegat, 1 .2",boei,ETRS89,53.507598,5.48442,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.1.2,"Amelander zeegat, 1 .2",boei,ETRS89,53.507598,5.48442,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.2.1,"Amelander zeegat, 2 .1",boei,ETRS89,53.477304,5.573963,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.2.1,"Amelander zeegat, 2 .1",boei,ETRS89,53.477304,5.573963,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.2.2,"Amelander zeegat, 2 .2",boei,ETRS89,53.478028,5.570954,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.2.2,"Amelander zeegat, 2 .2",boei,ETRS89,53.478028,5.570954,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.3.1,"Amelander zeegat, 3 .1",boei,ETRS89,53.450839,5.60365,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.3.1,"Amelander zeegat, 3 .1",boei,ETRS89,53.450839,5.60365,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.3.2,"Amelander zeegat, 3 .2",boei,ETRS89,53.449939,5.604699,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.3.2,"Amelander zeegat, 3 .2",boei,ETRS89,53.449939,5.604699,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.4.1,"Amelander zeegat, 4 .1",boei,ETRS89,53.421114,5.641855,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.4.1,"Amelander zeegat, 4 .1",boei,ETRS89,53.421114,5.641855,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.4.1,"Amelander zeegat, 4 .1",boei,ETRS89,53.421114,5.641855,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.4.2,"Amelander zeegat, 4 .2",boei,ETRS89,53.424273,5.635406,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.4.2,"Amelander zeegat, 4 .2",boei,ETRS89,53.424273,5.635406,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.5.1,"Amelander zeegat, 5 .1",boei,ETRS89,53.392769,5.698355,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.5.1,"Amelander zeegat, 5 .1",boei,ETRS89,53.392769,5.698355,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.5.2,"Amelander zeegat, 5 .2",boei,ETRS89,53.393401,5.696857,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
amelanderzeegat.5.2,"Amelander zeegat, 5 .2",boei,ETRS89,53.393401,5.696857,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
amerikahaven.2,"Amerikahaven, 2","Amerikahaven, 2",ETRS89,52.411987,4.774766,Windrichting in Lucht t.o.v. ware Noorden in graad,LT,Lucht,WINDRTG,Windrichting,NVT,NVT,graad,t.o.v. ware Noorden,NVT,NVT,NVT,NVT,,,meting,
amerikahaven.2,"Amerikahaven, 2","Amerikahaven, 2",ETRS89,52.411987,4.774766,Windsnelheid in Lucht in m/s,LT,Lucht,WINDSHD,Windsnelheid,NVT,NVT,meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
amerikahaven.2,"Amerikahaven, 2","Amerikahaven, 2",ETRS89,52.411987,4.774766,(massa)Concentratie cadmium in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cd,cadmium,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amerikahaven.2,"Amerikahaven, 2","Amerikahaven, 2",ETRS89,52.411987,4.774766,(massa)Concentratie cadmium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cd,cadmium,microgram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
amerikahaven.2,"Amerikahaven, 2","Amerikahaven, 2",ETRS89,52.411987,4.774766,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
amerikahaven.2,"Amerikahaven, 2","Amerikahaven, 2",ETRS89,52.411987,4.774766,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
amerikahaven.2,"Amerikahaven, 2","Amerikahaven, 2",ETRS89,52.411987,4.774766,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
amerikahaven.2,"Amerikahaven, 2","Amerikahaven, 2",ETRS89,52.411987,4.774766,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
amerikahaven.zuid,"Amerikahaven, zuid","Amerikahaven, zuid",ETRS89,52.401564,4.77538,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
amerikahaven.zuid,"Amerikahaven, zuid","Amerikahaven, zuid",ETRS89,52.401564,4.77538,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
amerikahaven.zuid,"Amerikahaven, zuid","Amerikahaven, zuid",ETRS89,52.401564,4.77538,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
amerikahaven.zuid,"Amerikahaven, zuid","Amerikahaven, zuid",ETRS89,52.401564,4.77538,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
amerongen.beneden,"Amerongen, beneden","Amerongen, beneden",ETRS89,51.974,5.404,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
amerongen.beneden,"Amerongen, beneden","Amerongen, beneden",ETRS89,51.974,5.404,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
amerongen.beneden,"Amerongen, beneden","Amerongen, beneden",ETRS89,51.974,5.404,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
amerongen.beneden,"Amerongen, beneden","Amerongen, beneden",ETRS89,51.974,5.404,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
amerongen.beneden,"Amerongen, beneden","Amerongen, beneden",ETRS89,51.974,5.404,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
amerongen.beneden,"Amerongen, beneden","Amerongen, beneden",ETRS89,51.974,5.404,Waterhoogte verwachting in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,verwachting,
amerongen.boven,"Amerongen, boven","Amerongen, boven",ETRS89,51.9753,5.4125,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
amerongen.boven,"Amerongen, boven","Amerongen, boven",ETRS89,51.9753,5.4125,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
amerongen.boven,"Amerongen, boven","Amerongen, boven",ETRS89,51.9753,5.4125,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
amerongen.boven,"Amerongen, boven","Amerongen, boven",ETRS89,51.9753,5.4125,Etmaalgemiddelde Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,Etmaalgemiddelde,NVT,NVT,,,meting,
amerongen.boven,"Amerongen, boven","Amerongen, boven",ETRS89,51.9753,5.4125,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
amerongen.boven,"Amerongen, boven","Amerongen, boven",ETRS89,51.9753,5.4125,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
amerongen.boven,"Amerongen, boven","Amerongen, boven",ETRS89,51.9753,5.4125,Waterhoogte verwachting in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,verwachting,
amerongen.eckenwiel,"Amerongen, Eck en Wiel","Amerongen, Eck en Wiel",ETRS89,51.983031,5.455764,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
amsteldiep,Amsteldiep,Amsteldiep,ETRS89,52.929371,4.911323,(massa)Concentratie chloride in Oppervlaktewater in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsteldiep,Amsteldiep,Amsteldiep,ETRS89,52.929371,4.911323,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
amsteldiep,Amsteldiep,Amsteldiep,ETRS89,52.929371,4.911323,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
amsteldiep,Amsteldiep,Amsteldiep,ETRS89,52.929371,4.911323,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,Windrichting in Lucht t.o.v. ware Noorden in graad,LT,Lucht,WINDRTG,Windrichting,NVT,NVT,graad,t.o.v. ware Noorden,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,Windsnelheid in Lucht in m/s,LT,Lucht,WINDSHD,Windsnelheid,NVT,NVT,meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie cadmium in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cd,cadmium,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie cadmium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cd,cadmium,microgram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie chloride in Oppervlaktewater uitgedrukt in chloor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,uitgedrukt in chloor,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluor-1-octaansulfonaat (lineair) in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFOS,perfluor-1-octaansulfonaat (lineair),microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluorbutaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFBS,perfluorbutaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluorbutaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFBA,perfluorbutaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluordecaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFDS,perfluordecaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluordecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFDA,perfluordecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluordodecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFDoA,perfluordodecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluorheptaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFHpA,perfluorheptaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluorhexaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFHxS,perfluorhexaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluorhexaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFHxA,perfluorhexaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluornonaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFNA,perfluornonaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluoroctaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFOA,perfluoroctaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluorpentaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFPA,perfluorpentaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluortetradecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFTeDA,perfluortetradecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
amsterdam.km25,"Amsterdam, km 25",IJtunnel,ETRS89,52.380775,4.905707,(massa)Concentratie perfluortridecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFTDA,perfluortridecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
