Loc.Code,Loc.Naam,Loc.Omschrijving,Loc.EPSG,Loc.Lat,Loc.Lon,Meta.Parameter_Wat_Omschrijving,Meta.Compartiment.Code,Meta.Compartiment.Oms,Meta.Grootheid.Code,Meta.Grootheid.Oms,Meta.Parameter.Code,Meta.Parameter.Oms,Meta.Eenheid,Meta.Hoedanigheid,Meta.Typering,Meta.WaardeBewerkingsMethode,Meta.BioTaxon,Meta.Orgaan,Meta.Groepering.Code,Meta.Groepering.Oms,Meta.ProcesType,
4epetroleumhaven,4e Petroleumhaven,4e Petroleumhaven,ETRS89,51.953524,4.140491,Temperatuur in Lucht in oC,LT,Lucht,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
4epetroleumhaven,4e Petroleumhaven,4e Petroleumhaven,ETRS89,51.953524,4.140491,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
4epetroleumhaven,4e Petroleumhaven,4e Petroleumhaven,ETRS89,51.953524,4.140491,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
4epetroleumhaven,4e Petroleumhaven,4e Petroleumhaven,ETRS89,51.953524,4.140491,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
4epetroleumhaven,4e Petroleumhaven,4e Petroleumhaven,ETRS89,51.953524,4.140491,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
7epetroleumhaven,7e Petroleumhaven,7e Petroleumhaven,ETRS89,51.915615,4.21277,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
7epetroleumhaven,7e Petroleumhaven,7e Petroleumhaven,ETRS89,51.915615,4.21277,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
7epetroleumhaven,7e Petroleumhaven,7e Petroleumhaven,ETRS89,51.915615,4.21277,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
7epetroleumhaven,7e Petroleumhaven,7e Petroleumhaven,ETRS89,51.915615,4.21277,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Gem. golfperiode langste 1/3 deel v.d. golven (tijdsdomein) in Oppervlaktewater in s,OW,Oppervlaktewater,T1/3,Gem. golfperiode langste 1/3 deel v.d. golven (tijdsdomein),NVT,NVT,seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Gem. hoogte van hoogste 1/10 deel v.d. golven (tijdsdomein) in Oppervlaktewater in cm,OW,Oppervlaktewater,H1/10,Gem. hoogte van hoogste 1/10 deel v.d. golven (tijdsdomein),NVT,NVT,centimeter,NVT,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein) in Oppervlaktewater in cm,OW,Oppervlaktewater,H1/3,Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein),NVT,NVT,centimeter,NVT,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Gem. hoogte van hoogste 1/50 deel v.d. golven (tijdsdomein) in Oppervlaktewater in cm,OW,Oppervlaktewater,H1/50,Gem. hoogte van hoogste 1/50 deel v.d. golven (tijdsdomein),NVT,NVT,centimeter,NVT,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Golffrequentie bij maximum v.h. variantiedichtheidspectrum in Oppervlaktewater in Hz,OW,Oppervlaktewater,Fp,Golffrequentie bij maximum v.h. variantiedichtheidspectrum,NVT,NVT,hertz,NVT,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Golfperiode bepaald uit de spectrale momenten m-1 en m0 in Oppervlaktewater golffrequentie tussen 30 en 1000 mHz in s,OW,Oppervlaktewater,Tm-10,Golfperiode bepaald uit de spectrale momenten m-1 en m0,NVT,NVT,seconde,golffrequentie tussen 30 en 1000 mHz,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Golfperiode bepaald uit de spectrale momenten m-1 en m0 in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in s,OW,Oppervlaktewater,Tm-10,Golfperiode bepaald uit de spectrale momenten m-1 en m0,NVT,NVT,seconde,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Golfperiode bepaald uit de spectrale momenten m0 en m2 in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in s,OW,Oppervlaktewater,Tm02,Golfperiode bepaald uit de spectrale momenten m0 en m2,NVT,NVT,seconde,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Golfperiode die hoort bij H1/3 in Oppervlaktewater in s,OW,Oppervlaktewater,T_H1/3,Golfperiode die hoort bij H1/3,NVT,NVT,seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Golfperiode die hoort bij Hmax in Oppervlaktewater in s,OW,Oppervlaktewater,T_Hmax,Golfperiode die hoort bij Hmax,NVT,NVT,seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Maximale golfperiode in het tijdsdomein in Oppervlaktewater in s,OW,Oppervlaktewater,Tmax,Maximale golfperiode in het tijdsdomein,NVT,NVT,seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
a12,A12,platform,ETRS89,55.383333,3.8,Waterhoogte astronomisch in Oppervlaktewater t.o.v. Mean Sea Level in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Mean Sea Level,NVT,NVT,NVT,NVT,,,astronomisch,
a12,A12,platform,ETRS89,55.383333,3.8,Waterhoogte in Oppervlaktewater t.o.v. Mean Sea Level in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Mean Sea Level,NVT,NVT,NVT,NVT,,,meting,
aadorp,Aadorp,Aadorp,ETRS89,52.3726,6.6333,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
aarlerixtel.goorloop.wilhelminakanaal,"Aarle-Rixtel, Goorloop, Wilhelminakanaal","Aarle-Rixtel, Goorloop, Wilhelminakanaal",ETRS89,51.513289,5.612911,Debiet in Oppervlaktewater in m3/s,OW,Oppervlaktewater,Q,Debiet,NVT,NVT,kubieke meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
aarlerixtel.schabbert,"Aarle Rixtel, Schabbert","Aarle Rixtel, Schabbert",ETRS89,51.520597,5.654069,Debiet in Oppervlaktewater in m3/s,OW,Oppervlaktewater,Q,Debiet,NVT,NVT,kubieke meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
aarlerixtel.schabbert.beneden,"Aarle Rixtel, Schabbert, beneden","Aarle Rixtel, Schabbert, beneden",ETRS89,51.5212,5.6534,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
aarlerixtel.schabbert.boven,"Aarle Rixtel, Schabbert, boven","Aarle Rixtel, Schabbert, boven",ETRS89,51.5205,5.6542,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
aarlerixtel.schabbert.inlaat,"Aarle Rixtel, Schabbert, inlaat",Spuien,ETRS89,51.521269,5.653569,Debiet in Oppervlaktewater in m3/s,OW,Oppervlaktewater,Q,Debiet,NVT,NVT,kubieke meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
aarlerixtel.schabbert.kleplinks,"Aarle Rixtel, Schabbert, klep links","Aarle Rixtel, Schabbert, klep links",ETRS89,51.521261,5.653569,Debiet in Oppervlaktewater in m3/s,OW,Oppervlaktewater,Q,Debiet,NVT,NVT,kubieke meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
aarlerixtel.schabbert.kleprechts,"Aarle Rixtel, Schabbert, klep rechts","Aarle Rixtel, Schabbert, klep rechts",ETRS89,51.521267,5.653569,Debiet in Oppervlaktewater in m3/s,OW,Oppervlaktewater,Q,Debiet,NVT,NVT,kubieke meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
aarlerixtel.schabbert.uitlaat,"Aarle Rixtel, Schabbert, uitlaat",NettobalansUIT,ETRS89,51.521264,5.653569,Debiet in Oppervlaktewater in m3/s,OW,Oppervlaktewater,Q,Debiet,NVT,NVT,kubieke meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
aarlerixtel.whkgoorloop,"Aarle-Rixtel, WHK-Goorloop",AA21,ETRS89,51.513286,5.612912,Debiet in Oppervlaktewater in m3/s,OW,Oppervlaktewater,Q,Debiet,NVT,NVT,kubieke meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
aasterberg,Aasterberg,monding van de Geleenbeek,ETRS89,51.10176,5.834066,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
aasterberg,Aasterberg,monding van de Geleenbeek,ETRS89,51.10176,5.834066,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
aasterberg,Aasterberg,monding van de Geleenbeek,ETRS89,51.10176,5.834066,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
aasterberg,Aasterberg,monding van de Geleenbeek,ETRS89,51.10176,5.834066,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
adelaarsweg,Adelaarsweg,Hoge Vaart,ETRS89,52.328631,5.423878,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
adelaarsweg,Adelaarsweg,Hoge Vaart,ETRS89,52.328631,5.423878,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
adelaarsweg,Adelaarsweg,Hoge Vaart,ETRS89,52.328631,5.423878,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
adelaarsweg,Adelaarsweg,Hoge Vaart,ETRS89,52.328631,5.423878,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
alblasserdam,Alblasserdam,rechteroever nabij brug,ETRS89,51.856606,4.656146,Stroomsnelheid in Oppervlaktewater in m/s,OW,Oppervlaktewater,STROOMSHD,Stroomsnelheid,NVT,NVT,meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
almelo,Almelo,Almelo,ETRS89,52.35632,6.620117,Windrichting in Lucht t.o.v. ware Noorden in graad,LT,Lucht,WINDRTG,Windrichting,NVT,NVT,graad,t.o.v. ware Noorden,NVT,NVT,NVT,NVT,,,meting,
almelo,Almelo,Almelo,ETRS89,52.35632,6.620117,Windsnelheid in Lucht in m/s,LT,Lucht,WINDSHD,Windsnelheid,NVT,NVT,meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
almelo,Almelo,Almelo,ETRS89,52.35632,6.620117,(massa)Concentratie cadmium in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cd,cadmium,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
almelo,Almelo,Almelo,ETRS89,52.35632,6.620117,(massa)Concentratie cadmium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cd,cadmium,microgram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
almelo,Almelo,Almelo,ETRS89,52.35632,6.620117,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
almelo,Almelo,Almelo,ETRS89,52.35632,6.620117,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
almelo,Almelo,Almelo,ETRS89,52.35632,6.620117,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
almelo,Almelo,Almelo,ETRS89,52.35632,6.620117,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
almelo,Almelo,Almelo,ETRS89,52.35632,6.620117,Geleidendheid in Oppervlaktewater in mS/m,OW,Oppervlaktewater,GELDHD,Geleidendheid,NVT,NVT,millisiemens per meter,NVT,NVT,NVT,NVT,NVT,,,meting,
almelo,Almelo,Almelo,ETRS89,52.35632,6.620117,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
almen,Almen,Almen,ETRS89,52.165824,6.28472,Debiet in Oppervlaktewater in m3/s,OW,Oppervlaktewater,Q,Debiet,NVT,NVT,kubieke meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
almen,Almen,Almen,ETRS89,52.165824,6.28472,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
almere.hollandsebrug,"Almere, Hollandse brug","Almere, Hollandse brug",ETRS89,52.3265,5.1376,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
almere.lagevaart,"Almere, Lage Vaart","Almere, Lage Vaart",ETRS89,52.398658,5.247623,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
almere.lagevaart,"Almere, Lage Vaart","Almere, Lage Vaart",ETRS89,52.398658,5.247623,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
almere.lagevaart,"Almere, Lage Vaart","Almere, Lage Vaart",ETRS89,52.398658,5.247623,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
almere.lagevaart,"Almere, Lage Vaart","Almere, Lage Vaart",ETRS89,52.398658,5.247623,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
altenahr,Altenahr,Altenahr,ETRS89,50.516667,6.983333,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Temperatuur in Lucht in oC,LT,Lucht,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Windrichting in Lucht t.o.v. ware Noorden in graad,LT,Lucht,WINDRTG,Windrichting,NVT,NVT,graad,t.o.v. ware Noorden,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Windsnelheid in Lucht in m/s,LT,Lucht,WINDSHD,Windsnelheid,NVT,NVT,meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Gem. golfperiode langste 1/3 deel v.d. golven (tijdsdomein) in Oppervlaktewater in s,OW,Oppervlaktewater,T1/3,Gem. golfperiode langste 1/3 deel v.d. golven (tijdsdomein),NVT,NVT,seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Gem. hoogte van hoogste 1/10 deel v.d. golven (tijdsdomein) in Oppervlaktewater in cm,OW,Oppervlaktewater,H1/10,Gem. hoogte van hoogste 1/10 deel v.d. golven (tijdsdomein),NVT,NVT,centimeter,NVT,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein) in Oppervlaktewater in cm,OW,Oppervlaktewater,H1/3,Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein),NVT,NVT,centimeter,NVT,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Gem. hoogte van hoogste 1/50 deel v.d. golven (tijdsdomein) in Oppervlaktewater in cm,OW,Oppervlaktewater,H1/50,Gem. hoogte van hoogste 1/50 deel v.d. golven (tijdsdomein),NVT,NVT,centimeter,NVT,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Getijextreemtype astronomisch in Oppervlaktewater,OW,Oppervlaktewater,NVT,NVT,NVT,NVT,dimensieloos,NVT,Getijextreemtype,NVT,NVT,NVT,GETETBRKD2,Getijextreem berekend,astronomisch,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Golffrequentie bij maximum v.h. variantiedichtheidspectrum in Oppervlaktewater in Hz,OW,Oppervlaktewater,Fp,Golffrequentie bij maximum v.h. variantiedichtheidspectrum,NVT,NVT,hertz,NVT,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Golfperiode bepaald uit de spectrale momenten m-1 en m0 in Oppervlaktewater golffrequentie tussen 30 en 1000 mHz in s,OW,Oppervlaktewater,Tm-10,Golfperiode bepaald uit de spectrale momenten m-1 en m0,NVT,NVT,seconde,golffrequentie tussen 30 en 1000 mHz,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Golfperiode bepaald uit de spectrale momenten m-1 en m0 in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in s,OW,Oppervlaktewater,Tm-10,Golfperiode bepaald uit de spectrale momenten m-1 en m0,NVT,NVT,seconde,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Golfperiode bepaald uit de spectrale momenten m0 en m2 in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in s,OW,Oppervlaktewater,Tm02,Golfperiode bepaald uit de spectrale momenten m0 en m2,NVT,NVT,seconde,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Golfperiode die hoort bij H1/3 in Oppervlaktewater in s,OW,Oppervlaktewater,T_H1/3,Golfperiode die hoort bij H1/3,NVT,NVT,seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Golfperiode die hoort bij Hmax in Oppervlaktewater in s,OW,Oppervlaktewater,T_Hmax,Golfperiode die hoort bij Hmax,NVT,NVT,seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Maximale golfhoogte in het tijdsdomein in Oppervlaktewater in cm,OW,Oppervlaktewater,Hmax,Maximale golfhoogte in het tijdsdomein,NVT,NVT,centimeter,NVT,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Maximale golfperiode in het tijdsdomein in Oppervlaktewater in s,OW,Oppervlaktewater,Tmax,Maximale golfperiode in het tijdsdomein,NVT,NVT,seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Significante deiningshoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm,OW,Oppervlaktewater,HTE3,Significante deiningshoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 100 mHz,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Significante golfhoogte in het spectrale domein in Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm,OW,Oppervlaktewater,Hm0,Significante golfhoogte in het spectrale domein,NVT,NVT,centimeter,golffrequentie tussen 30 en 500 mHz,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Waterhoogte astronomisch in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,astronomisch,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Waterhoogte astronomisch in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,GETETBRKD2,Getijextreem berekend,astronomisch,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
ameland.nes,"Ameland, Nes","Ameland, Nes",ETRS89,53.429766,5.759448,Waterhoogte verwachting in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,verwachting,
ameland.noord,"Ameland, noord","Ameland, noord",ETRS89,53.46723,5.788562,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
ameland.oost,"Ameland, oost","Ameland, oost",ETRS89,53.455501,5.971668,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,OW,Oppervlaktewater,WATHTE,Waterhoogte,NVT,NVT,centimeter,t.o.v. Normaal Amsterdams Peil,NVT,NVT,NVT,NVT,,,meting,
